week,country,nucleotide_diversity,sample_size,year_week,original_month
2024-06-23,South Korea,0.00298736940145084,139,2024-W25,2024-06-01
2024-06-30,South Korea,0.00298736940145084,139,2024-W26,2024-06-01
2024-07-07,South Korea,0.00139506271304227,718,2024-W27,2024-07-01
2024-07-14,South Korea,0.00139506271304227,718,2024-W28,2024-07-01
2024-07-21,South Korea,0.00139506271304227,718,2024-W29,2024-07-01
2024-07-28,South Korea,0.00139506271304227,718,2024-W30,2024-07-01
2024-08-04,South Korea,0.00126446920553555,889,2024-W31,2024-08-01
2024-08-11,South Korea,0.00126446920553555,889,2024-W32,2024-08-01
2024-08-18,South Korea,0.00126446920553555,889,2024-W33,2024-08-01
2024-08-25,South Korea,0.00126446920553555,889,2024-W34,2024-08-01
2024-09-01,South Korea,0.00125138590504052,371,2024-W35,2024-09-01
2024-09-08,South Korea,0.00125138590504052,371,2024-W36,2024-09-01
2024-09-15,South Korea,0.00125138590504052,371,2024-W37,2024-09-01
2024-09-22,South Korea,0.00125138590504052,371,2024-W38,2024-09-01
2024-09-29,South Korea,0.00125138590504052,371,2024-W39,2024-09-01
2024-10-06,South Korea,0.00132336251181061,158,2024-W40,2024-10-01
2024-10-13,South Korea,0.00132336251181061,158,2024-W41,2024-10-01
2024-10-20,South Korea,0.00132336251181061,158,2024-W42,2024-10-01
2024-10-27,South Korea,0.00132336251181061,158,2024-W43,2024-10-01
2024-11-03,South Korea,0.00123672020395024,127,2024-W44,2024-11-01
2024-11-10,South Korea,0.00123672020395024,127,2024-W45,2024-11-01
2024-11-17,South Korea,0.00123672020395024,127,2024-W46,2024-11-01
2024-11-24,South Korea,0.00123672020395024,127,2024-W47,2024-11-01
2024-12-01,South Korea,0.0015479248949865,105,2024-W48,2024-12-01
2024-12-08,South Korea,0.0015479248949865,105,2024-W49,2024-12-01
2024-12-15,South Korea,0.0015479248949865,105,2024-W50,2024-12-01
2024-12-22,South Korea,0.0015479248949865,105,2024-W51,2024-12-01
2024-12-29,South Korea,0.0015479248949865,105,2024-W52,2024-12-01
2025-01-05,South Korea,0.00192933095550443,118,2025-W01,2025-01-01
2025-01-12,South Korea,0.00192933095550443,118,2025-W02,2025-01-01
2025-01-19,South Korea,0.00192933095550443,118,2025-W03,2025-01-01
2025-01-26,South Korea,0.00192933095550443,118,2025-W04,2025-01-01
2025-02-02,South Korea,0.00199472710581623,129,2025-W05,2025-02-01
2025-02-09,South Korea,0.00199472710581623,129,2025-W06,2025-02-01
2025-02-16,South Korea,0.00199472710581623,129,2025-W07,2025-02-01
2025-02-23,South Korea,0.00199472710581623,129,2025-W08,2025-02-01
2020-01-05,Singapore,1.0466333418440196e-4,10,2020-W01,2020-01-01
2020-01-12,Singapore,1.0466333418440196e-4,10,2020-W02,2020-01-01
2020-01-19,Singapore,1.0466333418440196e-4,10,2020-W03,2020-01-01
2020-01-26,Singapore,1.0466333418440196e-4,10,2020-W04,2020-01-01
2020-02-02,Singapore,7.981281325224863e-5,39,2020-W05,2020-02-01
2020-02-09,Singapore,7.981281325224863e-5,39,2020-W06,2020-02-01
2020-02-16,Singapore,7.981281325224863e-5,39,2020-W07,2020-02-01
2020-02-23,Singapore,7.981281325224863e-5,39,2020-W08,2020-02-01
2020-03-01,Singapore,2.690674508760241e-4,368,2020-W09,2020-03-01
2020-03-08,Singapore,2.690674508760241e-4,368,2020-W10,2020-03-01
2020-03-15,Singapore,2.690674508760241e-4,368,2020-W11,2020-03-01
2020-03-22,Singapore,2.690674508760241e-4,368,2020-W12,2020-03-01
2020-03-29,Singapore,2.690674508760241e-4,368,2020-W13,2020-03-01
2020-04-05,Singapore,2.266904120390865e-4,440,2020-W14,2020-04-01
2020-04-12,Singapore,2.266904120390865e-4,440,2020-W15,2020-04-01
2020-04-19,Singapore,2.266904120390865e-4,440,2020-W16,2020-04-01
2020-04-26,Singapore,2.266904120390865e-4,440,2020-W17,2020-04-01
2020-05-03,Singapore,3.4557387201809695e-4,164,2020-W18,2020-05-01
2020-05-10,Singapore,3.4557387201809695e-4,164,2020-W19,2020-05-01
2020-05-17,Singapore,3.4557387201809695e-4,164,2020-W20,2020-05-01
2020-05-24,Singapore,3.4557387201809695e-4,164,2020-W21,2020-05-01
2020-05-31,Singapore,3.4557387201809695e-4,164,2020-W22,2020-05-01
2020-06-07,Singapore,4.4257790229330706e-4,126,2020-W23,2020-06-01
2020-06-14,Singapore,4.4257790229330706e-4,126,2020-W24,2020-06-01
2020-06-21,Singapore,4.4257790229330706e-4,126,2020-W25,2020-06-01
2020-06-28,Singapore,4.4257790229330706e-4,126,2020-W26,2020-06-01
2020-07-05,Singapore,5.019041585792891e-4,114,2020-W27,2020-07-01
2020-07-12,Singapore,5.019041585792891e-4,114,2020-W28,2020-07-01
2020-07-19,Singapore,5.019041585792891e-4,114,2020-W29,2020-07-01
2020-07-26,Singapore,5.019041585792891e-4,114,2020-W30,2020-07-01
2020-08-02,Singapore,4.984490385683831e-4,53,2020-W31,2020-08-01
2020-08-09,Singapore,4.984490385683831e-4,53,2020-W32,2020-08-01
2020-08-16,Singapore,4.984490385683831e-4,53,2020-W33,2020-08-01
2020-08-23,Singapore,4.984490385683831e-4,53,2020-W34,2020-08-01
2020-08-30,Singapore,4.984490385683831e-4,53,2020-W35,2020-08-01
2020-09-06,Singapore,5.709769531128864e-4,33,2020-W36,2020-09-01
2020-09-13,Singapore,5.709769531128864e-4,33,2020-W37,2020-09-01
2020-09-20,Singapore,5.709769531128864e-4,33,2020-W38,2020-09-01
2020-09-27,Singapore,5.709769531128864e-4,33,2020-W39,2020-09-01
2020-10-04,Singapore,7.635281132325023e-4,59,2020-W40,2020-10-01
2020-10-11,Singapore,7.635281132325023e-4,59,2020-W41,2020-10-01
2020-10-18,Singapore,7.635281132325023e-4,59,2020-W42,2020-10-01
2020-10-25,Singapore,7.635281132325023e-4,59,2020-W43,2020-10-01
2020-11-01,Singapore,9.491049863177894e-4,50,2020-W44,2020-11-01
2020-11-08,Singapore,9.491049863177894e-4,50,2020-W45,2020-11-01
2020-11-15,Singapore,9.491049863177894e-4,50,2020-W46,2020-11-01
2020-11-22,Singapore,9.491049863177894e-4,50,2020-W47,2020-11-01
2020-11-29,Singapore,9.491049863177894e-4,50,2020-W48,2020-11-01
2020-12-06,Singapore,0.00107387797135299,92,2020-W49,2020-12-01
2020-12-13,Singapore,0.00107387797135299,92,2020-W50,2020-12-01
2020-12-20,Singapore,0.00107387797135299,92,2020-W51,2020-12-01
2020-12-27,Singapore,0.00107387797135299,92,2020-W52,2020-12-01
2021-01-03,Singapore,0.00148566516124663,138,2021-W01,2021-01-01
2021-01-10,Singapore,0.00148566516124663,138,2021-W02,2021-01-01
2021-01-17,Singapore,0.00148566516124663,138,2021-W03,2021-01-01
2021-01-24,Singapore,0.00148566516124663,138,2021-W04,2021-01-01
2021-01-31,Singapore,0.00148566516124663,138,2021-W05,2021-01-01
2021-02-07,Singapore,0.0016937704630981,91,2021-W06,2021-02-01
2021-02-14,Singapore,0.0016937704630981,91,2021-W07,2021-02-01
2021-02-21,Singapore,0.0016937704630981,91,2021-W08,2021-02-01
2021-02-28,Singapore,0.0016937704630981,91,2021-W09,2021-02-01
2021-03-07,Singapore,0.00229586092036627,172,2021-W10,2021-03-01
2021-03-14,Singapore,0.00229586092036627,172,2021-W11,2021-03-01
2021-03-21,Singapore,0.00229586092036627,172,2021-W12,2021-03-01
2021-03-28,Singapore,0.00229586092036627,172,2021-W13,2021-03-01
2021-04-04,Singapore,0.00267135591695887,378,2021-W14,2021-04-01
2021-04-11,Singapore,0.00267135591695887,378,2021-W15,2021-04-01
2021-04-18,Singapore,0.00267135591695887,378,2021-W16,2021-04-01
2021-04-25,Singapore,0.00267135591695887,378,2021-W17,2021-04-01
2021-05-02,Singapore,0.0010413851272804,577,2021-W18,2021-05-01
2021-05-09,Singapore,0.0010413851272804,577,2021-W19,2021-05-01
2021-05-16,Singapore,0.0010413851272804,577,2021-W20,2021-05-01
2021-05-23,Singapore,0.0010413851272804,577,2021-W21,2021-05-01
2021-05-30,Singapore,0.0010413851272804,577,2021-W22,2021-05-01
2021-06-06,Singapore,5.747122771061145e-4,353,2021-W23,2021-06-01
2021-06-13,Singapore,5.747122771061145e-4,353,2021-W24,2021-06-01
2021-06-20,Singapore,5.747122771061145e-4,353,2021-W25,2021-06-01
2021-06-27,Singapore,5.747122771061145e-4,353,2021-W26,2021-06-01
2021-07-04,Singapore,1.818620716755602e-4,968,2021-W27,2021-07-01
2021-07-11,Singapore,1.818620716755602e-4,968,2021-W28,2021-07-01
2021-07-18,Singapore,1.818620716755602e-4,968,2021-W29,2021-07-01
2021-07-25,Singapore,1.818620716755602e-4,968,2021-W30,2021-07-01
2021-08-01,Singapore,1.9034471162559009e-4,986,2021-W31,2021-08-01
2021-08-08,Singapore,1.9034471162559009e-4,986,2021-W32,2021-08-01
2021-08-15,Singapore,1.9034471162559009e-4,986,2021-W33,2021-08-01
2021-08-22,Singapore,1.9034471162559009e-4,986,2021-W34,2021-08-01
2021-08-29,Singapore,1.9034471162559009e-4,986,2021-W35,2021-08-01
2021-09-05,Singapore,3.098497814242012e-4,988,2021-W36,2021-09-01
2021-09-12,Singapore,3.098497814242012e-4,988,2021-W37,2021-09-01
2021-09-19,Singapore,3.098497814242012e-4,988,2021-W38,2021-09-01
2021-09-26,Singapore,3.098497814242012e-4,988,2021-W39,2021-09-01
2021-10-03,Singapore,3.879277027567427e-4,916,2021-W40,2021-10-01
2021-10-10,Singapore,3.879277027567427e-4,916,2021-W41,2021-10-01
2021-10-17,Singapore,3.879277027567427e-4,916,2021-W42,2021-10-01
2021-10-24,Singapore,3.879277027567427e-4,916,2021-W43,2021-10-01
2021-10-31,Singapore,3.879277027567427e-4,916,2021-W44,2021-10-01
2021-11-07,Singapore,4.494808992353286e-4,909,2021-W45,2021-11-01
2021-11-14,Singapore,4.494808992353286e-4,909,2021-W46,2021-11-01
2021-11-21,Singapore,4.494808992353286e-4,909,2021-W47,2021-11-01
2021-11-28,Singapore,4.494808992353286e-4,909,2021-W48,2021-11-01
2021-12-05,Singapore,0.0046296876008662,957,2021-W49,2021-12-01
2021-12-12,Singapore,0.0046296876008662,957,2021-W50,2021-12-01
2021-12-19,Singapore,0.0046296876008662,957,2021-W51,2021-12-01
2021-12-26,Singapore,0.0046296876008662,957,2021-W52,2021-12-01
2022-01-02,Singapore,0.00296438420024123,947,2022-W01,2022-01-01
2022-01-09,Singapore,0.00296438420024123,947,2022-W02,2022-01-01
2022-01-16,Singapore,0.00296438420024123,947,2022-W03,2022-01-01
2022-01-23,Singapore,0.00296438420024123,947,2022-W04,2022-01-01
2022-01-30,Singapore,0.00296438420024123,947,2022-W05,2022-01-01
2022-02-06,Singapore,0.0020069161117045,864,2022-W06,2022-02-01
2022-02-13,Singapore,0.0020069161117045,864,2022-W07,2022-02-01
2022-02-20,Singapore,0.0020069161117045,864,2022-W08,2022-02-01
2022-02-27,Singapore,0.0020069161117045,864,2022-W09,2022-02-01
2022-03-06,Singapore,8.622992877151876e-4,962,2022-W10,2022-03-01
2022-03-13,Singapore,8.622992877151876e-4,962,2022-W11,2022-03-01
2022-03-20,Singapore,8.622992877151876e-4,962,2022-W12,2022-03-01
2022-03-27,Singapore,8.622992877151876e-4,962,2022-W13,2022-03-01
2022-04-03,Singapore,4.617780294167518e-4,972,2022-W14,2022-04-01
2022-04-10,Singapore,4.617780294167518e-4,972,2022-W15,2022-04-01
2022-04-17,Singapore,4.617780294167518e-4,972,2022-W16,2022-04-01
2022-04-24,Singapore,4.617780294167518e-4,972,2022-W17,2022-04-01
2022-05-01,Singapore,5.711420414538103e-4,988,2022-W18,2022-05-01
2022-05-08,Singapore,5.711420414538103e-4,988,2022-W19,2022-05-01
2022-05-15,Singapore,5.711420414538103e-4,988,2022-W20,2022-05-01
2022-05-22,Singapore,5.711420414538103e-4,988,2022-W21,2022-05-01
2022-05-29,Singapore,5.711420414538103e-4,988,2022-W22,2022-05-01
2022-06-05,Singapore,7.954993753314593e-4,987,2022-W23,2022-06-01
2022-06-12,Singapore,7.954993753314593e-4,987,2022-W24,2022-06-01
2022-06-19,Singapore,7.954993753314593e-4,987,2022-W25,2022-06-01
2022-06-26,Singapore,7.954993753314593e-4,987,2022-W26,2022-06-01
2022-07-03,Singapore,0.00115269233997981,981,2022-W27,2022-07-01
2022-07-10,Singapore,0.00115269233997981,981,2022-W28,2022-07-01
2022-07-17,Singapore,0.00115269233997981,981,2022-W29,2022-07-01
2022-07-24,Singapore,0.00115269233997981,981,2022-W30,2022-07-01
2022-07-31,Singapore,0.00115269233997981,981,2022-W31,2022-07-01
2022-08-07,Singapore,0.00118775147064534,992,2022-W32,2022-08-01
2022-08-14,Singapore,0.00118775147064534,992,2022-W33,2022-08-01
2022-08-21,Singapore,0.00118775147064534,992,2022-W34,2022-08-01
2022-08-28,Singapore,0.00118775147064534,992,2022-W35,2022-08-01
2022-09-04,Singapore,0.0026466364431242,984,2022-W36,2022-09-01
2022-09-11,Singapore,0.0026466364431242,984,2022-W37,2022-09-01
2022-09-18,Singapore,0.0026466364431242,984,2022-W38,2022-09-01
2022-09-25,Singapore,0.0026466364431242,984,2022-W39,2022-09-01
2022-10-02,Singapore,0.00256856474335682,958,2022-W40,2022-10-01
2022-10-09,Singapore,0.00256856474335682,958,2022-W41,2022-10-01
2022-10-16,Singapore,0.00256856474335682,958,2022-W42,2022-10-01
2022-10-23,Singapore,0.00256856474335682,958,2022-W43,2022-10-01
2022-10-30,Singapore,0.00256856474335682,958,2022-W44,2022-10-01
2022-11-06,Singapore,0.00282056242056897,964,2022-W45,2022-11-01
2022-11-13,Singapore,0.00282056242056897,964,2022-W46,2022-11-01
2022-11-20,Singapore,0.00282056242056897,964,2022-W47,2022-11-01
2022-11-27,Singapore,0.00282056242056897,964,2022-W48,2022-11-01
2022-12-04,Singapore,0.00297877075543975,979,2022-W49,2022-12-01
2022-12-11,Singapore,0.00297877075543975,979,2022-W50,2022-12-01
2022-12-18,Singapore,0.00297877075543975,979,2022-W51,2022-12-01
2022-12-25,Singapore,0.00297877075543975,979,2022-W52,2022-12-01
2023-01-01,Singapore,0.0033432170154061,964,2023-W01,2023-01-01
2023-01-08,Singapore,0.0033432170154061,964,2023-W02,2023-01-01
2023-01-15,Singapore,0.0033432170154061,964,2023-W03,2023-01-01
2023-01-22,Singapore,0.0033432170154061,964,2023-W04,2023-01-01
2023-01-29,Singapore,0.0033432170154061,964,2023-W05,2023-01-01
2023-02-05,Singapore,0.00310868646552474,952,2023-W06,2023-02-01
2023-02-12,Singapore,0.00310868646552474,952,2023-W07,2023-02-01
2023-02-19,Singapore,0.00310868646552474,952,2023-W08,2023-02-01
2023-02-26,Singapore,0.00310868646552474,952,2023-W09,2023-02-01
2023-03-05,Singapore,0.00194411955532432,881,2023-W10,2023-03-01
2023-03-12,Singapore,0.00194411955532432,881,2023-W11,2023-03-01
2023-03-19,Singapore,0.00194411955532432,881,2023-W12,2023-03-01
2023-03-26,Singapore,0.00194411955532432,881,2023-W13,2023-03-01
2023-04-02,Singapore,0.00147121483596308,815,2023-W14,2023-04-01
2023-04-09,Singapore,0.00147121483596308,815,2023-W15,2023-04-01
2023-04-16,Singapore,0.00147121483596308,815,2023-W16,2023-04-01
2023-04-23,Singapore,0.00147121483596308,815,2023-W17,2023-04-01
2023-04-30,Singapore,0.00147121483596308,815,2023-W18,2023-04-01
2023-05-07,Singapore,0.00140575081574465,832,2023-W19,2023-05-01
2023-05-14,Singapore,0.00140575081574465,832,2023-W20,2023-05-01
2023-05-21,Singapore,0.00140575081574465,832,2023-W21,2023-05-01
2023-05-28,Singapore,0.00140575081574465,832,2023-W22,2023-05-01
2023-06-04,Singapore,0.00146510685198691,895,2023-W23,2023-06-01
2023-06-11,Singapore,0.00146510685198691,895,2023-W24,2023-06-01
2023-06-18,Singapore,0.00146510685198691,895,2023-W25,2023-06-01
2023-06-25,Singapore,0.00146510685198691,895,2023-W26,2023-06-01
2023-07-02,Singapore,0.00165786996738275,730,2023-W27,2023-07-01
2023-07-09,Singapore,0.00165786996738275,730,2023-W28,2023-07-01
2023-07-16,Singapore,0.00165786996738275,730,2023-W29,2023-07-01
2023-07-23,Singapore,0.00165786996738275,730,2023-W30,2023-07-01
2023-07-30,Singapore,0.00165786996738275,730,2023-W31,2023-07-01
2023-08-06,Singapore,0.00173427681847597,697,2023-W32,2023-08-01
2023-08-13,Singapore,0.00173427681847597,697,2023-W33,2023-08-01
2023-08-20,Singapore,0.00173427681847597,697,2023-W34,2023-08-01
2023-08-27,Singapore,0.00173427681847597,697,2023-W35,2023-08-01
2023-09-03,Singapore,0.00139989860595458,988,2023-W36,2023-09-01
2023-09-10,Singapore,0.00139989860595458,988,2023-W37,2023-09-01
2023-09-17,Singapore,0.00139989860595458,988,2023-W38,2023-09-01
2023-09-24,Singapore,0.00139989860595458,988,2023-W39,2023-09-01
2023-10-01,Singapore,0.00150384975040021,985,2023-W40,2023-10-01
2023-10-08,Singapore,0.00150384975040021,985,2023-W41,2023-10-01
2023-10-15,Singapore,0.00150384975040021,985,2023-W42,2023-10-01
2023-10-22,Singapore,0.00150384975040021,985,2023-W43,2023-10-01
2023-10-29,Singapore,0.00150384975040021,985,2023-W44,2023-10-01
2023-11-05,Singapore,0.00525023762020903,975,2023-W45,2023-11-01
2023-11-12,Singapore,0.00525023762020903,975,2023-W46,2023-11-01
2023-11-19,Singapore,0.00525023762020903,975,2023-W47,2023-11-01
2023-11-26,Singapore,0.00525023762020903,975,2023-W48,2023-11-01
2023-12-03,Singapore,0.00384044650393181,989,2023-W49,2023-12-01
2023-12-10,Singapore,0.00384044650393181,989,2023-W50,2023-12-01
2023-12-17,Singapore,0.00384044650393181,989,2023-W51,2023-12-01
2023-12-24,Singapore,0.00384044650393181,989,2023-W52,2023-12-01
2023-12-31,Singapore,0.00384044650393181,989,2023-W53,2023-12-01
2024-01-07,Singapore,7.101957076288687e-4,967,2024-W01,2024-01-01
2024-01-14,Singapore,7.101957076288687e-4,967,2024-W02,2024-01-01
2024-01-21,Singapore,7.101957076288687e-4,967,2024-W03,2024-01-01
2024-01-28,Singapore,7.101957076288687e-4,967,2024-W04,2024-01-01
2024-02-04,Singapore,8.871661998478071e-4,208,2024-W05,2024-02-01
2024-02-11,Singapore,8.871661998478071e-4,208,2024-W06,2024-02-01
2024-02-18,Singapore,8.871661998478071e-4,208,2024-W07,2024-02-01
2024-02-25,Singapore,8.871661998478071e-4,208,2024-W08,2024-02-01
2024-03-03,Singapore,0.00115263588639685,162,2024-W09,2024-03-01
2024-03-10,Singapore,0.00115263588639685,162,2024-W10,2024-03-01
2024-03-17,Singapore,0.00115263588639685,162,2024-W11,2024-03-01
2024-03-24,Singapore,0.00115263588639685,162,2024-W12,2024-03-01
2024-03-31,Singapore,0.00115263588639685,162,2024-W13,2024-03-01
2024-04-07,Singapore,9.295634576563888e-4,736,2024-W14,2024-04-01
2024-04-14,Singapore,9.295634576563888e-4,736,2024-W15,2024-04-01
2024-04-21,Singapore,9.295634576563888e-4,736,2024-W16,2024-04-01
2024-04-28,Singapore,9.295634576563888e-4,736,2024-W17,2024-04-01
2024-05-05,Singapore,9.0217090850084e-4,986,2024-W18,2024-05-01
2024-05-12,Singapore,9.0217090850084e-4,986,2024-W19,2024-05-01
2024-05-19,Singapore,9.0217090850084e-4,986,2024-W20,2024-05-01
2024-05-26,Singapore,9.0217090850084e-4,986,2024-W21,2024-05-01
2024-06-02,Singapore,0.00102776023198386,986,2024-W22,2024-06-01
2024-06-09,Singapore,0.00102776023198386,986,2024-W23,2024-06-01
2024-06-16,Singapore,0.00102776023198386,986,2024-W24,2024-06-01
2024-06-23,Singapore,0.00102776023198386,986,2024-W25,2024-06-01
2024-06-30,Singapore,0.00102776023198386,986,2024-W26,2024-06-01
2024-07-07,Singapore,0.00142837973681447,515,2024-W27,2024-07-01
2024-07-14,Singapore,0.00142837973681447,515,2024-W28,2024-07-01
2024-07-21,Singapore,0.00142837973681447,515,2024-W29,2024-07-01
2024-07-28,Singapore,0.00142837973681447,515,2024-W30,2024-07-01
2024-08-04,Singapore,0.00142430453651312,260,2024-W31,2024-08-01
2024-08-11,Singapore,0.00142430453651312,260,2024-W32,2024-08-01
2024-08-18,Singapore,0.00142430453651312,260,2024-W33,2024-08-01
2024-08-25,Singapore,0.00142430453651312,260,2024-W34,2024-08-01
2024-09-01,Singapore,0.00160079346798217,259,2024-W35,2024-09-01
2024-09-08,Singapore,0.00160079346798217,259,2024-W36,2024-09-01
2024-09-15,Singapore,0.00160079346798217,259,2024-W37,2024-09-01
2024-09-22,Singapore,0.00160079346798217,259,2024-W38,2024-09-01
2024-09-29,Singapore,0.00160079346798217,259,2024-W39,2024-09-01
2024-10-06,Singapore,0.00168504051472584,395,2024-W40,2024-10-01
2024-10-13,Singapore,0.00168504051472584,395,2024-W41,2024-10-01
2024-10-20,Singapore,0.00168504051472584,395,2024-W42,2024-10-01
2024-10-27,Singapore,0.00168504051472584,395,2024-W43,2024-10-01
2024-11-03,Singapore,0.00194360462351783,320,2024-W44,2024-11-01
2024-11-10,Singapore,0.00194360462351783,320,2024-W45,2024-11-01
2024-11-17,Singapore,0.00194360462351783,320,2024-W46,2024-11-01
2024-11-24,Singapore,0.00194360462351783,320,2024-W47,2024-11-01
2024-12-01,Singapore,0.00216308759989439,449,2024-W48,2024-12-01
2024-12-08,Singapore,0.00216308759989439,449,2024-W49,2024-12-01
2024-12-15,Singapore,0.00216308759989439,449,2024-W50,2024-12-01
2024-12-22,Singapore,0.00216308759989439,449,2024-W51,2024-12-01
2024-12-29,Singapore,0.00216308759989439,449,2024-W52,2024-12-01
2025-01-05,Singapore,0.00225943994258453,257,2025-W01,2025-01-01
2025-01-12,Singapore,0.00225943994258453,257,2025-W02,2025-01-01
2025-01-19,Singapore,0.00225943994258453,257,2025-W03,2025-01-01
2025-01-26,Singapore,0.00225943994258453,257,2025-W04,2025-01-01
2025-02-02,Singapore,0.0024150086159398,243,2025-W05,2025-02-01
2025-02-09,Singapore,0.0024150086159398,243,2025-W06,2025-02-01
2025-02-16,Singapore,0.0024150086159398,243,2025-W07,2025-02-01
2025-02-23,Singapore,0.0024150086159398,243,2025-W08,2025-02-01
2020-03-01,India,6.45305405390711e-4,167,2020-W09,2020-03-01
2020-03-08,India,6.45305405390711e-4,167,2020-W10,2020-03-01
2020-03-15,India,6.45305405390711e-4,167,2020-W11,2020-03-01
2020-03-22,India,6.45305405390711e-4,167,2020-W12,2020-03-01
2020-03-29,India,6.45305405390711e-4,167,2020-W13,2020-03-01
2020-04-05,India,4.490316552795471e-4,468,2020-W14,2020-04-01
2020-04-12,India,4.490316552795471e-4,468,2020-W15,2020-04-01
2020-04-19,India,4.490316552795471e-4,468,2020-W16,2020-04-01
2020-04-26,India,4.490316552795471e-4,468,2020-W17,2020-04-01
2020-05-03,India,4.435705234107335e-4,845,2020-W18,2020-05-01
2020-05-10,India,4.435705234107335e-4,845,2020-W19,2020-05-01
2020-05-17,India,4.435705234107335e-4,845,2020-W20,2020-05-01
2020-05-24,India,4.435705234107335e-4,845,2020-W21,2020-05-01
2020-05-31,India,4.435705234107335e-4,845,2020-W22,2020-05-01
2020-06-07,India,4.617236173893944e-4,877,2020-W23,2020-06-01
2020-06-14,India,4.617236173893944e-4,877,2020-W24,2020-06-01
2020-06-21,India,4.617236173893944e-4,877,2020-W25,2020-06-01
2020-06-28,India,4.617236173893944e-4,877,2020-W26,2020-06-01
2020-07-05,India,4.4070112446812824e-4,647,2020-W27,2020-07-01
2020-07-12,India,4.4070112446812824e-4,647,2020-W28,2020-07-01
2020-07-19,India,4.4070112446812824e-4,647,2020-W29,2020-07-01
2020-07-26,India,4.4070112446812824e-4,647,2020-W30,2020-07-01
2020-08-02,India,5.629443534526563e-4,810,2020-W31,2020-08-01
2020-08-09,India,5.629443534526563e-4,810,2020-W32,2020-08-01
2020-08-16,India,5.629443534526563e-4,810,2020-W33,2020-08-01
2020-08-23,India,5.629443534526563e-4,810,2020-W34,2020-08-01
2020-08-30,India,5.629443534526563e-4,810,2020-W35,2020-08-01
2020-09-06,India,6.344216305018069e-4,727,2020-W36,2020-09-01
2020-09-13,India,6.344216305018069e-4,727,2020-W37,2020-09-01
2020-09-20,India,6.344216305018069e-4,727,2020-W38,2020-09-01
2020-09-27,India,6.344216305018069e-4,727,2020-W39,2020-09-01
2020-10-04,India,7.571879451002636e-4,565,2020-W40,2020-10-01
2020-10-11,India,7.571879451002636e-4,565,2020-W41,2020-10-01
2020-10-18,India,7.571879451002636e-4,565,2020-W42,2020-10-01
2020-10-25,India,7.571879451002636e-4,565,2020-W43,2020-10-01
2020-11-01,India,8.75951063618908e-4,497,2020-W44,2020-11-01
2020-11-08,India,8.75951063618908e-4,497,2020-W45,2020-11-01
2020-11-15,India,8.75951063618908e-4,497,2020-W46,2020-11-01
2020-11-22,India,8.75951063618908e-4,497,2020-W47,2020-11-01
2020-11-29,India,8.75951063618908e-4,497,2020-W48,2020-11-01
2020-12-06,India,0.00112783794271373,579,2020-W49,2020-12-01
2020-12-13,India,0.00112783794271373,579,2020-W50,2020-12-01
2020-12-20,India,0.00112783794271373,579,2020-W51,2020-12-01
2020-12-27,India,0.00112783794271373,579,2020-W52,2020-12-01
2021-01-03,India,0.00137549691073973,589,2021-W01,2021-01-01
2021-01-10,India,0.00137549691073973,589,2021-W02,2021-01-01
2021-01-17,India,0.00137549691073973,589,2021-W03,2021-01-01
2021-01-24,India,0.00137549691073973,589,2021-W04,2021-01-01
2021-01-31,India,0.00137549691073973,589,2021-W05,2021-01-01
2021-02-07,India,0.00196723699064188,477,2021-W06,2021-02-01
2021-02-14,India,0.00196723699064188,477,2021-W07,2021-02-01
2021-02-21,India,0.00196723699064188,477,2021-W08,2021-02-01
2021-02-28,India,0.00196723699064188,477,2021-W09,2021-02-01
2021-03-07,India,0.0021858039907186,456,2021-W10,2021-03-01
2021-03-14,India,0.0021858039907186,456,2021-W11,2021-03-01
2021-03-21,India,0.0021858039907186,456,2021-W12,2021-03-01
2021-03-28,India,0.0021858039907186,456,2021-W13,2021-03-01
2021-04-04,India,0.00164225005799583,403,2021-W14,2021-04-01
2021-04-11,India,0.00164225005799583,403,2021-W15,2021-04-01
2021-04-18,India,0.00164225005799583,403,2021-W16,2021-04-01
2021-04-25,India,0.00164225005799583,403,2021-W17,2021-04-01
2021-05-02,India,9.206893492015416e-4,287,2021-W18,2021-05-01
2021-05-09,India,9.206893492015416e-4,287,2021-W19,2021-05-01
2021-05-16,India,9.206893492015416e-4,287,2021-W20,2021-05-01
2021-05-23,India,9.206893492015416e-4,287,2021-W21,2021-05-01
2021-05-30,India,9.206893492015416e-4,287,2021-W22,2021-05-01
2021-06-06,India,9.456425968602774e-4,422,2021-W23,2021-06-01
2021-06-13,India,9.456425968602774e-4,422,2021-W24,2021-06-01
2021-06-20,India,9.456425968602774e-4,422,2021-W25,2021-06-01
2021-06-27,India,9.456425968602774e-4,422,2021-W26,2021-06-01
2021-07-04,India,8.555292622791465e-4,353,2021-W27,2021-07-01
2021-07-11,India,8.555292622791465e-4,353,2021-W28,2021-07-01
2021-07-18,India,8.555292622791465e-4,353,2021-W29,2021-07-01
2021-07-25,India,8.555292622791465e-4,353,2021-W30,2021-07-01
2021-08-01,India,9.525066001164284e-4,423,2021-W31,2021-08-01
2021-08-08,India,9.525066001164284e-4,423,2021-W32,2021-08-01
2021-08-15,India,9.525066001164284e-4,423,2021-W33,2021-08-01
2021-08-22,India,9.525066001164284e-4,423,2021-W34,2021-08-01
2021-08-29,India,9.525066001164284e-4,423,2021-W35,2021-08-01
2021-09-05,India,0.00109447073032587,430,2021-W36,2021-09-01
