date,country,p_distance,sample_size,year_month_day
2019-12-01,China,0,NA,2019-12-01
2019-12-02,China,0,NA,2019-12-02
2019-12-03,China,0,NA,2019-12-03
2019-12-04,China,0,NA,2019-12-04
2019-12-05,China,0,NA,2019-12-05
2019-12-06,China,0,NA,2019-12-06
2019-12-07,China,0,NA,2019-12-07
2019-12-08,China,0,NA,2019-12-08
2019-12-09,China,0,NA,2019-12-09
2019-12-10,China,0,NA,2019-12-10
2019-12-11,China,0,NA,2019-12-11
2019-12-12,China,0,NA,2019-12-12
2019-12-13,China,0,NA,2019-12-13
2019-12-14,China,0,NA,2019-12-14
2019-12-15,China,0,NA,2019-12-15
2019-12-16,China,0,NA,2019-12-16
2019-12-17,China,0,NA,2019-12-17
2019-12-18,China,0,NA,2019-12-18
2019-12-19,China,0,NA,2019-12-19
2019-12-20,China,0,NA,2019-12-20
2019-12-21,China,0,NA,2019-12-21
2019-12-22,China,0,NA,2019-12-22
2019-12-23,China,0,NA,2019-12-23
2019-12-24,China,0,NA,2019-12-24
2019-12-25,China,0,NA,2019-12-25
2019-12-26,China,0,NA,2019-12-26
2019-12-27,China,0,NA,2019-12-27
2019-12-28,China,0,NA,2019-12-28
2019-12-29,China,0,NA,2019-12-29
2019-12-30,China,0,NA,2019-12-30
2019-12-31,China,0,NA,2019-12-31
2020-01-01,China,0,NA,2020-01-01
2020-01-02,China,0,NA,2020-01-02
2020-01-03,China,0,NA,2020-01-03
2020-01-04,China,0,NA,2020-01-04
2020-01-05,China,0,NA,2020-01-05
2020-01-06,China,0,NA,2020-01-06
2020-01-07,China,0,NA,2020-01-07
2020-01-08,China,0,NA,2020-01-08
2020-01-09,China,0,NA,2020-01-09
2020-01-10,China,0,NA,2020-01-10
2020-01-11,China,0,NA,2020-01-11
2020-01-12,China,0,NA,2020-01-12
2020-01-13,China,0,NA,2020-01-13
2020-01-14,China,0,NA,2020-01-14
2020-01-15,China,0,NA,2020-01-15
2020-01-16,China,0,NA,2020-01-16
2020-01-17,China,0,NA,2020-01-17
2020-01-18,China,0,NA,2020-01-18
2020-01-19,China,0,NA,2020-01-19
2020-01-20,China,0,NA,2020-01-20
2020-01-21,China,0,NA,2020-01-21
2020-01-22,China,0,NA,2020-01-22
2020-01-23,China,0,NA,2020-01-23
2020-01-24,China,0,NA,2020-01-24
2020-01-25,China,0,NA,2020-01-25
2020-01-26,China,0,NA,2020-01-26
2020-01-27,China,0,NA,2020-01-27
2020-01-28,China,0,NA,2020-01-28
2020-01-29,China,0,NA,2020-01-29
2020-01-30,China,0,NA,2020-01-30
2020-01-31,China,0,NA,2020-01-31
2020-02-01,China,0,NA,2020-02-01
2020-02-02,China,3.4489336827217243e-6,NA,2020-02-02
2020-02-03,China,6.897867365443449e-6,NA,2020-02-03
2020-02-04,China,1.0346801048165172e-5,NA,2020-02-04
2020-02-05,China,1.3795734730886897e-5,NA,2020-02-05
2020-02-06,China,1.724466841360862e-5,NA,2020-02-06
2020-02-07,China,2.0693602096330343e-5,NA,2020-02-07
2020-02-08,China,2.414253577905207e-5,NA,2020-02-08
2020-02-09,China,2.7591469461773794e-5,NA,2020-02-09
2020-02-10,China,3.1040403144495517e-5,NA,2020-02-10
2020-02-11,China,3.448933682721724e-5,NA,2020-02-11
2020-02-12,China,3.793827050993896e-5,NA,2020-02-12
2020-02-13,China,4.1387204192660686e-5,NA,2020-02-13
2020-02-14,China,4.483613787538241e-5,NA,2020-02-14
2020-02-15,China,4.828507155810414e-5,NA,2020-02-15
2020-02-16,China,5.173400524082586e-5,NA,2020-02-16
2020-02-17,China,5.518293892354759e-5,NA,2020-02-17
2020-02-18,China,5.863187260626931e-5,NA,2020-02-18
2020-02-19,China,6.208080628899103e-5,NA,2020-02-19
2020-02-20,China,6.552973997171276e-5,NA,2020-02-20
2020-02-21,China,6.897867365443448e-5,NA,2020-02-21
2020-02-22,China,7.242760733715621e-5,NA,2020-02-22
2020-02-23,China,7.587654101987792e-5,NA,2020-02-23
2020-02-24,China,7.932547470259966e-5,NA,2020-02-24
2020-02-25,China,8.277440838532137e-5,NA,2020-02-25
2020-02-26,China,8.62233420680431e-5,NA,2020-02-26
2020-02-27,China,8.967227575076482e-5,NA,2020-02-27
2020-02-28,China,9.312120943348655e-5,NA,2020-02-28
2020-02-29,China,9.657014311620828e-5,NA,2020-02-29
2020-03-01,China,1.0001907679893e-4,NA,2020-03-01
2020-03-02,China,1.0223006193855226e-4,NA,2020-03-02
2020-03-03,China,1.0444104707817451e-4,NA,2020-03-03
2020-03-04,China,1.0665203221779677e-4,NA,2020-03-04
2020-03-05,China,1.0886301735741903e-4,NA,2020-03-05
2020-03-06,China,1.110740024970413e-4,NA,2020-03-06
2020-03-07,China,1.1328498763666354e-4,NA,2020-03-07
2020-03-08,China,1.1549597277628581e-4,NA,2020-03-08
2020-03-09,China,1.1770695791590807e-4,NA,2020-03-09
2020-03-10,China,1.1991794305553032e-4,NA,2020-03-10
2020-03-11,China,1.2212892819515257e-4,NA,2020-03-11
2020-03-12,China,1.2433991333477484e-4,NA,2020-03-12
2020-03-13,China,1.265508984743971e-4,NA,2020-03-13
2020-03-14,China,1.2876188361401935e-4,NA,2020-03-14
2020-03-15,China,1.3097286875364162e-4,NA,2020-03-15
2020-03-16,China,1.3318385389326387e-4,NA,2020-03-16
2020-03-17,China,1.3539483903288614e-4,NA,2020-03-17
2020-03-18,China,1.3760582417250838e-4,NA,2020-03-18
2020-03-19,China,1.3981680931213065e-4,NA,2020-03-19
2020-03-20,China,1.420277944517529e-4,NA,2020-03-20
2020-03-21,China,1.4423877959137516e-4,NA,2020-03-21
2020-03-22,China,1.4644976473099743e-4,NA,2020-03-22
2020-03-23,China,1.4866074987061968e-4,NA,2020-03-23
2020-03-24,China,1.5087173501024195e-4,NA,2020-03-24
2020-03-25,China,1.530827201498642e-4,NA,2020-03-25
2020-03-26,China,1.5529370528948646e-4,NA,2020-03-26
2020-03-27,China,1.575046904291087e-4,NA,2020-03-27
2020-03-28,China,1.5971567556873097e-4,NA,2020-03-28
2020-03-29,China,1.6192666070835322e-4,NA,2020-03-29
2020-03-30,China,1.641376458479755e-4,NA,2020-03-30
2020-03-31,China,1.6634863098759776e-4,NA,2020-03-31
2020-04-01,China,1.6855961612722e-4,NA,2020-04-01
2020-04-02,China,1.6557970196894958e-4,NA,2020-04-02
2020-04-03,China,1.6259978781067917e-4,NA,2020-04-03
2020-04-04,China,1.5961987365240875e-4,NA,2020-04-04
2020-04-05,China,1.5663995949413833e-4,NA,2020-04-05
2020-04-06,China,1.5366004533586792e-4,NA,2020-04-06
2020-04-07,China,1.5068013117759747e-4,NA,2020-04-07
2020-04-08,China,1.4770021701932705e-4,NA,2020-04-08
2020-04-09,China,1.4472030286105664e-4,NA,2020-04-09
2020-04-10,China,1.4174038870278622e-4,NA,2020-04-10
2020-04-11,China,1.387604745445158e-4,NA,2020-04-11
2020-04-12,China,1.357805603862454e-4,NA,2020-04-12
2020-04-13,China,1.3280064622797497e-4,NA,2020-04-13
2020-04-14,China,1.2982073206970455e-4,NA,2020-04-14
2020-04-15,China,1.2684081791143414e-4,NA,2020-04-15
2020-04-16,China,1.2386090375316372e-4,NA,2020-04-16
2020-04-17,China,1.208809895948933e-4,NA,2020-04-17
2020-04-18,China,1.1790107543662289e-4,NA,2020-04-18
2020-04-19,China,1.1492116127835246e-4,NA,2020-04-19
2020-04-20,China,1.1194124712008204e-4,NA,2020-04-20
2020-04-21,China,1.0896133296181162e-4,NA,2020-04-21
2020-04-22,China,1.059814188035412e-4,NA,2020-04-22
2020-04-23,China,1.0300150464527079e-4,NA,2020-04-23
2020-04-24,China,1.0002159048700036e-4,NA,2020-04-24
2020-04-25,China,9.704167632872994e-5,NA,2020-04-25
2020-04-26,China,9.406176217045952e-5,NA,2020-04-26
2020-04-27,China,9.108184801218909e-5,NA,2020-04-27
2020-04-28,China,8.810193385391868e-5,NA,2020-04-28
2020-04-29,China,8.512201969564826e-5,NA,2020-04-29
2020-04-30,China,8.214210553737784e-5,NA,2020-04-30
2020-05-01,China,7.916219137910743e-5,NA,2020-05-01
2020-05-02,China,1.0089900521380718e-4,NA,2020-05-02
2020-05-03,China,1.2263581904850695e-4,NA,2020-05-03
2020-05-04,China,1.443726328832067e-4,NA,2020-05-04
2020-05-05,China,1.6610944671790646e-4,NA,2020-05-05
2020-05-06,China,1.8784626055260621e-4,NA,2020-05-06
2020-05-07,China,2.0958307438730594e-4,NA,2020-05-07
2020-05-08,China,2.3131988822200572e-4,NA,2020-05-08
2020-05-09,China,2.530567020567055e-4,NA,2020-05-09
2020-05-10,China,2.7479351589140523e-4,NA,2020-05-10
2020-05-11,China,2.96530329726105e-4,NA,2020-05-11
2020-05-12,China,3.182671435608048e-4,NA,2020-05-12
2020-05-13,China,3.4000395739550447e-4,NA,2020-05-13
2020-05-14,China,3.6174077123020425e-4,NA,2020-05-14
2020-05-15,China,3.8347758506490404e-4,NA,2020-05-15
2020-05-16,China,4.0521439889960376e-4,NA,2020-05-16
2020-05-17,China,4.2695121273430355e-4,NA,2020-05-17
2020-05-18,China,4.486880265690033e-4,NA,2020-05-18
2020-05-19,China,4.7042484040370306e-4,NA,2020-05-19
2020-05-20,China,4.921616542384029e-4,NA,2020-05-20
2020-05-21,China,5.138984680731026e-4,NA,2020-05-21
2020-05-22,China,5.356352819078023e-4,NA,2020-05-22
2020-05-23,China,5.573720957425021e-4,NA,2020-05-23
2020-05-24,China,5.791089095772019e-4,NA,2020-05-24
2020-05-25,China,6.008457234119016e-4,NA,2020-05-25
2020-05-26,China,6.225825372466014e-4,NA,2020-05-26
2020-05-27,China,6.443193510813012e-4,NA,2020-05-27
2020-05-28,China,6.660561649160009e-4,NA,2020-05-28
2020-05-29,China,6.877929787507007e-4,NA,2020-05-29
2020-05-30,China,7.095297925854004e-4,NA,2020-05-30
2020-05-31,China,7.312666064201002e-4,NA,2020-05-31
2020-06-01,China,7.530034202548e-4,NA,2020-06-01
2020-06-02,China,7.348235301920863e-4,NA,2020-06-02
2020-06-03,China,7.166436401293727e-4,NA,2020-06-03
2020-06-04,China,6.984637500666589e-4,NA,2020-06-04
2020-06-05,China,6.802838600039453e-4,NA,2020-06-05
2020-06-06,China,6.621039699412316e-4,NA,2020-06-06
2020-06-07,China,6.43924079878518e-4,NA,2020-06-07
2020-06-08,China,6.257441898158043e-4,NA,2020-06-08
2020-06-09,China,6.075642997530906e-4,NA,2020-06-09
2020-06-10,China,5.89384409690377e-4,NA,2020-06-10
2020-06-11,China,5.712045196276633e-4,NA,2020-06-11
2020-06-12,China,5.530246295649497e-4,NA,2020-06-12
2020-06-13,China,5.34844739502236e-4,NA,2020-06-13
2020-06-14,China,5.166648494395223e-4,NA,2020-06-14
2020-06-15,China,4.984849593768087e-4,NA,2020-06-15
2020-06-16,China,4.80305069314095e-4,NA,2020-06-16
2020-06-17,China,4.6212517925138134e-4,NA,2020-06-17
2020-06-18,China,4.4394528918866765e-4,NA,2020-06-18
2020-06-19,China,4.25765399125954e-4,NA,2020-06-19
2020-06-20,China,4.075855090632403e-4,NA,2020-06-20
2020-06-21,China,3.894056190005267e-4,NA,2020-06-21
2020-06-22,China,3.7122572893781303e-4,NA,2020-06-22
2020-06-23,China,3.5304583887509934e-4,NA,2020-06-23
2020-06-24,China,3.3486594881238565e-4,NA,2020-06-24
2020-06-25,China,3.1668605874967195e-4,NA,2020-06-25
2020-06-26,China,2.985061686869583e-4,NA,2020-06-26
2020-06-27,China,2.803262786242447e-4,NA,2020-06-27
2020-06-28,China,2.6214638856153103e-4,NA,2020-06-28
2020-06-29,China,2.439664984988173e-4,NA,2020-06-29
2020-06-30,China,2.2578660843610365e-4,NA,2020-06-30
2020-07-01,China,2.0760671837339e-4,NA,2020-07-01
2020-07-02,China,2.553901839782881e-4,NA,2020-07-02
2020-07-03,China,3.0317364958318613e-4,NA,2020-07-03
2020-07-04,China,3.5095711518808416e-4,NA,2020-07-04
2020-07-05,China,3.9874058079298225e-4,NA,2020-07-05
2020-07-06,China,4.4652404639788034e-4,NA,2020-07-06
2020-07-07,China,4.943075120027783e-4,NA,2020-07-07
2020-07-08,China,5.420909776076765e-4,NA,2020-07-08
2020-07-09,China,5.898744432125745e-4,NA,2020-07-09
2020-07-10,China,6.376579088174726e-4,NA,2020-07-10
2020-07-11,China,6.854413744223707e-4,NA,2020-07-11
2020-07-12,China,7.332248400272688e-4,NA,2020-07-12
2020-07-13,China,7.810083056321667e-4,NA,2020-07-13
2020-07-14,China,8.287917712370648e-4,NA,2020-07-14
2020-07-15,China,8.765752368419629e-4,NA,2020-07-15
2020-07-16,China,9.24358702446861e-4,NA,2020-07-16
2020-07-17,China,9.72142168051759e-4,NA,2020-07-17
2020-07-18,China,0.0010199256336566572,NA,2020-07-18
2020-07-19,China,0.0010677090992615552,NA,2020-07-19
2020-07-20,China,0.0011154925648664531,NA,2020-07-20
2020-07-21,China,0.0011632760304713511,NA,2020-07-21
2020-07-22,China,0.0012110594960762493,NA,2020-07-22
2020-07-23,China,0.0012588429616811475,NA,2020-07-23
2020-07-24,China,0.0013066264272860455,NA,2020-07-24
2020-07-25,China,0.0013544098928909435,NA,2020-07-25
2020-07-26,China,0.0014021933584958414,NA,2020-07-26
2020-07-27,China,0.0014499768241007396,NA,2020-07-27
2020-07-28,China,0.0014977602897056376,NA,2020-07-28
2020-07-29,China,0.0015455437553105358,NA,2020-07-29
2020-07-30,China,0.0015933272209154338,NA,2020-07-30
2020-07-31,China,0.001641110686520332,NA,2020-07-31
2020-08-01,China,0.00168889415212523,NA,2020-08-01
2020-08-02,China,0.0016642631401491993,NA,2020-08-02
2020-08-03,China,0.0016396321281731687,NA,2020-08-03
2020-08-04,China,0.001615001116197138,NA,2020-08-04
2020-08-05,China,0.0015903701042211075,NA,2020-08-05
2020-08-06,China,0.0015657390922450768,NA,2020-08-06
2020-08-07,China,0.0015411080802690462,NA,2020-08-07
2020-08-08,China,0.0015164770682930156,NA,2020-08-08
2020-08-09,China,0.0014918460563169847,NA,2020-08-09
2020-08-10,China,0.001467215044340954,NA,2020-08-10
2020-08-11,China,0.0014425840323649235,NA,2020-08-11
2020-08-12,China,0.0014179530203888928,NA,2020-08-12
2020-08-13,China,0.0013933220084128622,NA,2020-08-13
2020-08-14,China,0.0013686909964368316,NA,2020-08-14
2020-08-15,China,0.001344059984460801,NA,2020-08-15
2020-08-16,China,0.0013194289724847703,NA,2020-08-16
2020-08-17,China,0.0012947979605087397,NA,2020-08-17
2020-08-18,China,0.001270166948532709,NA,2020-08-18
2020-08-19,China,0.0012455359365566784,NA,2020-08-19
2020-08-20,China,0.0012209049245806478,NA,2020-08-20
2020-08-21,China,0.0011962739126046172,NA,2020-08-21
2020-08-22,China,0.0011716429006285865,NA,2020-08-22
2020-08-23,China,0.001147011888652556,NA,2020-08-23
2020-08-24,China,0.0011223808766765253,NA,2020-08-24
2020-08-25,China,0.0010977498647004947,NA,2020-08-25
2020-08-26,China,0.001073118852724464,NA,2020-08-26
2020-08-27,China,0.0010484878407484332,NA,2020-08-27
2020-08-28,China,0.0010238568287724026,NA,2020-08-28
2020-08-29,China,9.992258167963721e-4,NA,2020-08-29
2020-08-30,China,9.745948048203414e-4,NA,2020-08-30
2020-08-31,China,9.499637928443107e-4,NA,2020-08-31
2020-09-01,China,9.2533278086828e-4,NA,2020-09-01
2020-09-02,China,9.202602227415044e-4,NA,2020-09-02
2020-09-03,China,9.151876646147287e-4,NA,2020-09-03
2020-09-04,China,9.101151064879531e-4,NA,2020-09-04
2020-09-05,China,9.050425483611773e-4,NA,2020-09-05
2020-09-06,China,8.999699902344017e-4,NA,2020-09-06
2020-09-07,China,8.94897432107626e-4,NA,2020-09-07
2020-09-08,China,8.898248739808504e-4,NA,2020-09-08
2020-09-09,China,8.847523158540747e-4,NA,2020-09-09
2020-09-10,China,8.796797577272991e-4,NA,2020-09-10
2020-09-11,China,8.746071996005234e-4,NA,2020-09-11
2020-09-12,China,8.695346414737477e-4,NA,2020-09-12
2020-09-13,China,8.64462083346972e-4,NA,2020-09-13
2020-09-14,China,8.593895252201963e-4,NA,2020-09-14
2020-09-15,China,8.543169670934207e-4,NA,2020-09-15
2020-09-16,China,8.49244408966645e-4,NA,2020-09-16
2020-09-17,China,8.441718508398694e-4,NA,2020-09-17
2020-09-18,China,8.390992927130937e-4,NA,2020-09-18
2020-09-19,China,8.340267345863181e-4,NA,2020-09-19
2020-09-20,China,8.289541764595423e-4,NA,2020-09-20
2020-09-21,China,8.238816183327667e-4,NA,2020-09-21
2020-09-22,China,8.18809060205991e-4,NA,2020-09-22
2020-09-23,China,8.137365020792154e-4,NA,2020-09-23
2020-09-24,China,8.086639439524397e-4,NA,2020-09-24
2020-09-25,China,8.03591385825664e-4,NA,2020-09-25
2020-09-26,China,7.985188276988884e-4,NA,2020-09-26
2020-09-27,China,7.934462695721126e-4,NA,2020-09-27
2020-09-28,China,7.88373711445337e-4,NA,2020-09-28
2020-09-29,China,7.833011533185613e-4,NA,2020-09-29
2020-09-30,China,7.782285951917857e-4,NA,2020-09-30
2020-10-01,China,7.7315603706501e-4,NA,2020-10-01
2020-10-02,China,7.723383154549156e-4,NA,2020-10-02
2020-10-03,China,7.715205938448211e-4,NA,2020-10-03
2020-10-04,China,7.707028722347268e-4,NA,2020-10-04
2020-10-05,China,7.698851506246323e-4,NA,2020-10-05
2020-10-06,China,7.690674290145379e-4,NA,2020-10-06
2020-10-07,China,7.682497074044434e-4,NA,2020-10-07
2020-10-08,China,7.67431985794349e-4,NA,2020-10-08
2020-10-09,China,7.666142641842546e-4,NA,2020-10-09
2020-10-10,China,7.657965425741602e-4,NA,2020-10-10
2020-10-11,China,7.649788209640658e-4,NA,2020-10-11
2020-10-12,China,7.641610993539713e-4,NA,2020-10-12
2020-10-13,China,7.633433777438769e-4,NA,2020-10-13
2020-10-14,China,7.625256561337825e-4,NA,2020-10-14
2020-10-15,China,7.617079345236881e-4,NA,2020-10-15
2020-10-16,China,7.608902129135936e-4,NA,2020-10-16
2020-10-17,China,7.600724913034992e-4,NA,2020-10-17
2020-10-18,China,7.592547696934047e-4,NA,2020-10-18
2020-10-19,China,7.584370480833104e-4,NA,2020-10-19
2020-10-20,China,7.576193264732159e-4,NA,2020-10-20
2020-10-21,China,7.568016048631215e-4,NA,2020-10-21
2020-10-22,China,7.55983883253027e-4,NA,2020-10-22
2020-10-23,China,7.551661616429326e-4,NA,2020-10-23
2020-10-24,China,7.543484400328382e-4,NA,2020-10-24
2020-10-25,China,7.535307184227438e-4,NA,2020-10-25
2020-10-26,China,7.527129968126493e-4,NA,2020-10-26
2020-10-27,China,7.518952752025549e-4,NA,2020-10-27
2020-10-28,China,7.510775535924605e-4,NA,2020-10-28
2020-10-29,China,7.502598319823661e-4,NA,2020-10-29
2020-10-30,China,7.494421103722717e-4,NA,2020-10-30
2020-10-31,China,7.486243887621772e-4,NA,2020-10-31
2020-11-01,China,7.478066671520828e-4,NA,2020-11-01
2020-11-02,China,7.469889455419883e-4,NA,2020-11-02
2020-11-03,China,7.461712239318939e-4,NA,2020-11-03
2020-11-04,China,7.453535023217995e-4,NA,2020-11-04
2020-11-05,China,7.445357807117051e-4,NA,2020-11-05
2020-11-06,China,7.437180591016106e-4,NA,2020-11-06
2020-11-07,China,7.429003374915162e-4,NA,2020-11-07
2020-11-08,China,7.420826158814217e-4,NA,2020-11-08
2020-11-09,China,7.412648942713274e-4,NA,2020-11-09
2020-11-10,China,7.40447172661233e-4,NA,2020-11-10
2020-11-11,China,7.396294510511385e-4,NA,2020-11-11
2020-11-12,China,7.38811729441044e-4,NA,2020-11-12
2020-11-13,China,7.379940078309496e-4,NA,2020-11-13
2020-11-14,China,7.371762862208553e-4,NA,2020-11-14
2020-11-15,China,7.363585646107608e-4,NA,2020-11-15
2020-11-16,China,7.355408430006664e-4,NA,2020-11-16
2020-11-17,China,7.347231213905719e-4,NA,2020-11-17
2020-11-18,China,7.339053997804775e-4,NA,2020-11-18
2020-11-19,China,7.330876781703831e-4,NA,2020-11-19
2020-11-20,China,7.322699565602887e-4,NA,2020-11-20
2020-11-21,China,7.314522349501942e-4,NA,2020-11-21
2020-11-22,China,7.306345133400998e-4,NA,2020-11-22
2020-11-23,China,7.298167917300053e-4,NA,2020-11-23
2020-11-24,China,7.28999070119911e-4,NA,2020-11-24
2020-11-25,China,7.281813485098165e-4,NA,2020-11-25
2020-11-26,China,7.273636268997221e-4,NA,2020-11-26
2020-11-27,China,7.265459052896276e-4,NA,2020-11-27
2020-11-28,China,7.257281836795332e-4,NA,2020-11-28
2020-11-29,China,7.249104620694389e-4,NA,2020-11-29
2020-11-30,China,7.240927404593444e-4,NA,2020-11-30
2020-12-01,China,7.2327501884925e-4,NA,2020-12-01
2020-12-02,China,7.684643511412864e-4,NA,2020-12-02
2020-12-03,China,8.136536834333229e-4,NA,2020-12-03
2020-12-04,China,8.588430157253594e-4,NA,2020-12-04
2020-12-05,China,9.040323480173958e-4,NA,2020-12-05
2020-12-06,China,9.492216803094321e-4,NA,2020-12-06
2020-12-07,China,9.944110126014686e-4,NA,2020-12-07
2020-12-08,China,0.0010396003448935051,NA,2020-12-08
2020-12-09,China,0.0010847896771855416,NA,2020-12-09
2020-12-10,China,0.001129979009477578,NA,2020-12-10
2020-12-11,China,0.0011751683417696144,NA,2020-12-11
2020-12-12,China,0.001220357674061651,NA,2020-12-12
2020-12-13,China,0.0012655470063536872,NA,2020-12-13
2020-12-14,China,0.0013107363386457237,NA,2020-12-14
2020-12-15,China,0.0013559256709377602,NA,2020-12-15
2020-12-16,China,0.0014011150032297967,NA,2020-12-16
2020-12-17,China,0.0014463043355218332,NA,2020-12-17
2020-12-18,China,0.0014914936678138695,NA,2020-12-18
2020-12-19,China,0.001536683000105906,NA,2020-12-19
2020-12-20,China,0.0015818723323979423,NA,2020-12-20
2020-12-21,China,0.0016270616646899788,NA,2020-12-21
2020-12-22,China,0.0016722509969820153,NA,2020-12-22
2020-12-23,China,0.0017174403292740518,NA,2020-12-23
2020-12-24,China,0.0017626296615660883,NA,2020-12-24
2020-12-25,China,0.0018078189938581248,NA,2020-12-25
2020-12-26,China,0.0018530083261501609,NA,2020-12-26
2020-12-27,China,0.0018981976584421974,NA,2020-12-27
2020-12-28,China,0.0019433869907342339,NA,2020-12-28
2020-12-29,China,0.0019885763230262704,NA,2020-12-29
2020-12-30,China,0.002033765655318307,NA,2020-12-30
2020-12-31,China,0.0020789549876103434,NA,2020-12-31
2021-01-01,China,0.00212414431990238,NA,2021-01-01
2021-01-02,China,0.0021089673685517818,NA,2021-01-02
2021-01-03,China,0.0020937904172011836,NA,2021-01-03
2021-01-04,China,0.0020786134658505855,NA,2021-01-04
2021-01-05,China,0.0020634365144999874,NA,2021-01-05
2021-01-06,China,0.0020482595631493893,NA,2021-01-06
2021-01-07,China,0.002033082611798791,NA,2021-01-07
2021-01-08,China,0.002017905660448193,NA,2021-01-08
2021-01-09,China,0.002002728709097595,NA,2021-01-09
2021-01-10,China,0.001987551757746997,NA,2021-01-10
2021-01-11,China,0.0019723748063963987,NA,2021-01-11
2021-01-12,China,0.0019571978550458006,NA,2021-01-12
2021-01-13,China,0.0019420209036952023,NA,2021-01-13
2021-01-14,China,0.0019268439523446041,NA,2021-01-14
2021-01-15,China,0.001911667000994006,NA,2021-01-15
2021-01-16,China,0.001896490049643408,NA,2021-01-16
2021-01-17,China,0.0018813130982928098,NA,2021-01-17
2021-01-18,China,0.0018661361469422117,NA,2021-01-18
2021-01-19,China,0.0018509591955916135,NA,2021-01-19
2021-01-20,China,0.0018357822442410154,NA,2021-01-20
2021-01-21,China,0.0018206052928904173,NA,2021-01-21
2021-01-22,China,0.001805428341539819,NA,2021-01-22
2021-01-23,China,0.0017902513901892209,NA,2021-01-23
2021-01-24,China,0.0017750744388386227,NA,2021-01-24
2021-01-25,China,0.0017598974874880246,NA,2021-01-25
2021-01-26,China,0.0017447205361374265,NA,2021-01-26
2021-01-27,China,0.0017295435847868284,NA,2021-01-27
2021-01-28,China,0.0017143666334362303,NA,2021-01-28
2021-01-29,China,0.0016991896820856322,NA,2021-01-29
2021-01-30,China,0.001684012730735034,NA,2021-01-30
2021-01-31,China,0.001668835779384436,NA,2021-01-31
2021-02-01,China,0.0016536588280338378,NA,2021-02-01
2021-02-02,China,0.0016384818766832397,NA,2021-02-02
2021-02-03,China,0.0016233049253326416,NA,2021-02-03
2021-02-04,China,0.0016081279739820434,NA,2021-02-04
2021-02-05,China,0.0015929510226314453,NA,2021-02-05
2021-02-06,China,0.0015777740712808472,NA,2021-02-06
2021-02-07,China,0.001562597119930249,NA,2021-02-07
2021-02-08,China,0.001547420168579651,NA,2021-02-08
2021-02-09,China,0.0015322432172290529,NA,2021-02-09
2021-02-10,China,0.0015170662658784547,NA,2021-02-10
2021-02-11,China,0.0015018893145278564,NA,2021-02-11
2021-02-12,China,0.0014867123631772583,NA,2021-02-12
2021-02-13,China,0.0014715354118266604,NA,2021-02-13
2021-02-14,China,0.001456358460476062,NA,2021-02-14
2021-02-15,China,0.001441181509125464,NA,2021-02-15
2021-02-16,China,0.0014260045577748656,NA,2021-02-16
2021-02-17,China,0.0014108276064242677,NA,2021-02-17
2021-02-18,China,0.0013956506550736694,NA,2021-02-18
2021-02-19,China,0.0013804737037230713,NA,2021-02-19
2021-02-20,China,0.0013652967523724734,NA,2021-02-20
2021-02-21,China,0.001350119801021875,NA,2021-02-21
2021-02-22,China,0.001334942849671277,NA,2021-02-22
2021-02-23,China,0.0013197658983206788,NA,2021-02-23
2021-02-24,China,0.0013045889469700807,NA,2021-02-24
2021-02-25,China,0.0012894119956194825,NA,2021-02-25
2021-02-26,China,0.0012742350442688844,NA,2021-02-26
2021-02-27,China,0.0012590580929182863,NA,2021-02-27
2021-02-28,China,0.0012438811415676882,NA,2021-02-28
2021-03-01,China,0.00122870419021709,NA,2021-03-01
2021-03-02,China,0.0012638705289132804,NA,2021-03-02
2021-03-03,China,0.0012990368676094708,NA,2021-03-03
2021-03-04,China,0.001334203206305661,NA,2021-03-04
2021-03-05,China,0.0013693695450018514,NA,2021-03-05
2021-03-06,China,0.0014045358836980416,NA,2021-03-06
2021-03-07,China,0.0014397022223942319,NA,2021-03-07
2021-03-08,China,0.0014748685610904222,NA,2021-03-08
2021-03-09,China,0.0015100348997866126,NA,2021-03-09
2021-03-10,China,0.001545201238482803,NA,2021-03-10
2021-03-11,China,0.0015803675771789932,NA,2021-03-11
2021-03-12,China,0.0016155339158751836,NA,2021-03-12
2021-03-13,China,0.001650700254571374,NA,2021-03-13
2021-03-14,China,0.0016858665932675643,NA,2021-03-14
2021-03-15,China,0.0017210329319637544,NA,2021-03-15
2021-03-16,China,0.001756199270659945,NA,2021-03-16
2021-03-17,China,0.001791365609356135,NA,2021-03-17
2021-03-18,China,0.0018265319480523254,NA,2021-03-18
2021-03-19,China,0.0018616982867485157,NA,2021-03-19
2021-03-20,China,0.001896864625444706,NA,2021-03-20
2021-03-21,China,0.0019320309641408964,NA,2021-03-21
2021-03-22,China,0.0019671973028370865,NA,2021-03-22
2021-03-23,China,0.002002363641533277,NA,2021-03-23
2021-03-24,China,0.0020375299802294676,NA,2021-03-24
2021-03-25,China,0.0020726963189256578,NA,2021-03-25
2021-03-26,China,0.002107862657621848,NA,2021-03-26
2021-03-27,China,0.0021430289963180384,NA,2021-03-27
2021-03-28,China,0.0021781953350142286,NA,2021-03-28
2021-03-29,China,0.0022133616737104187,NA,2021-03-29
2021-03-30,China,0.0022485280124066092,NA,2021-03-30
2021-03-31,China,0.0022836943511028,NA,2021-03-31
2021-04-01,China,0.00231886068979899,NA,2021-04-01
2021-04-02,China,0.0024575077324189188,NA,2021-04-02
